author,experience_days,number_of_fact_checks,unique_claim_percentage,fc_frequency_mean,fc_frequency_std,pairwise_diff_mean,pairwise_diff_std,number_of_organisations,word_count_mean,word_count_std
Dave Umhoefer,2201,285,0.968421052631579,7.75,31.475564025797052,555.6505559673833,424.2236824998527,1,949.7368421052631,267.5094658267143
David Ajikobi,1262,37,0.8378378378378378,35.05555555555556,52.26140036636952,366.6216216216216,332.66173931755173,1,896.3243243243244,391.1271499748483
David Barer,0,1,1.0,,,,,1,971.0,
David Campbell,517,10,1.0,56.77777777777778,100.89694962903708,144.26666666666668,175.83671718702868,1,1805.0,466.61547338252717
David Dickinson,0,1,1.0,,,,,1,938.0,
David Emery,3028,554,0.9476534296028881,5.005424954792043,24.993005678297088,931.8474680280192,813.3288658641281,1,415.6425992779783,301.46254474719694
David Macredmond,105,17,1.0,6.125,6.18465843842649,30.88235294117647,21.884072513080955,1,1099.2941176470588,451.1040296741266
David Mikkelson,9432,4416,0.9547101449275363,1.8221970554926388,4.905528554206972,2649.2058949644656,1919.3458209575992,1,409.0817481884058,342.473584630446
David Scibilia,47,3,1.0,23.5,6.363961030678928,31.333333333333332,11.671427600007732,1,755.0,344.5968659172628
David Williams,1574,193,0.8963730569948186,8.197916666666666,36.62849284073254,362.22657599309156,294.1798845080285,1,691.2176165803108,168.61705967380558
Davis Versprille,197,2,0.5,197.0,,197.0,0.0,1,468.0,217.78888860545663
Davit Beradze,11,3,0.6666666666666666,5.5,6.363961030678928,7.333333333333333,4.4969125210773475,1,551.0,161.19243158411626
Davit Kutidze,211,3,1.0,105.5,129.4005409571382,140.66666666666666,89.7490328019689,1,869.0,766.174262162336
Davit Robakidze,1320,79,1.0,16.44871794871795,38.313012755289115,312.9360597208698,250.46318688710053,1,595.7088607594936,249.84324069400068
Dawda Baldeh,607,7,1.0,100.66666666666667,134.02338104475152,225.76190476190476,185.4523182876845,1,563.5714285714286,256.18668788135545
Dean Miller,21,5,0.8,4.75,7.632168761236874,8.2,7.820485918406861,1,335.0,167.3842883905177
Debalina Mukherjee,66,27,0.7407407407407407,2.0,2.4166091947189146,22.46153846153846,15.862948530921816,1,469.6296296296296,135.85828253909636
Deborah Wilber,56,3,0.6666666666666666,28.0,9.899494936611665,37.333333333333336,14.383632673594278,1,628.3333333333334,81.40229316999203
Declan Garvey,98,15,1.0,6.571428571428571,2.2434275189912047,37.39047619047619,24.22336347141909,1,659.4,337.97354080713814
Dee J. Hall,0,1,1.0,,,,,1,500.0,
Deepika Khurana,1510,87,1.0,17.511627906976745,141.74564993313126,231.14514835605453,511.98654152957556,1,114.2183908045977,113.76980280346152
Denis Teyssou,0,1,1.0,,,,,1,448.0,
Denzel Amobi,462,67,0.9701492537313433,7.0,8.973465156954527,140.09136137494346,105.72179928669071,1,229.0597014925373,134.42502479381818
Derek Nastasi,0,1,1.0,,,,,1,697.0,
Derek Tsang,71,20,0.95,3.736842105263158,3.509385911193611,27.857894736842105,19.081978706552963,1,948.35,196.74703903342748
Dev Goswami,295,8,1.0,41.714285714285715,35.363419356326794,134.71428571428572,85.17580858052912,1,529.25,268.5382388306844
Devi Shastri,0,1,1.0,,,,,1,964.0,
Devika Bhattacharya,1082,28,0.8571428571428571,39.666666666666664,53.41204128140165,295.8624338624339,237.68492575824126,1,418.0357142857143,98.90529781820557
Devika Mehta,538,47,0.8723404255319149,11.26086956521739,18.583666403722138,140.91766882516188,107.63281566888276,1,628.5957446808511,206.991457456001
Devina Buckshee,1605,17,0.7647058823529411,99.8125,279.55589035706856,403.5220588235294,549.8371679671302,1,478.70588235294116,125.1742608855163
Devon Waugh,75,6,0.8333333333333334,15.0,11.157956802210698,36.4,22.099170421835595,1,945.1666666666666,194.73820032717433
Dhara Shah,0,1,1.0,,,,,1,1258.0,
Dharmasena Nn,80,11,1.0,7.5,15.123565129367554,34.63636363636363,30.4149267399256,1,489.0,191.81084432325503
Dheeshma,1572,23,0.9130434782608695,71.0,291.8373650152557,265.3201581027668,537.4750479260019,1,712.8695652173913,1206.8822080185043
Diana Dombrowski,21,2,1.0,21.0,,21.0,0.0,1,925.5,67.17514421272202
Diarmuid Pepper,0,1,1.0,,,,,1,603.0,
Dilip Kumar Sripada,1644,988,0.8308004052684904,1.1975683890577509,6.362006438782762,435.75243755870855,309.9663176226609,1,330.08906882591094,304.1383433181944
Dilip Unnikrishnan,428,30,0.8,14.206896551724139,9.95482406511977,159.24137931034483,110.04491930463746,1,486.4,185.43324851593474
Dilshad Noor,682,123,0.9186991869918699,5.098360655737705,9.85549294008133,200.62148473943756,144.896488128523,1,270.5365853658537,94.69955014719326
Dima Amro,56,4,1.0,18.333333333333332,14.977761292440647,30.0,18.230011885167087,1,429.75,151.1387331780529
Divya Chandra,1100,201,0.8955223880597015,5.03,9.607320282736252,387.4436815920398,276.0509715035212,1,562.1044776119403,189.2451691057152
Divya Narang,70,26,1.0,2.36,2.984403904746586,26.32,18.615520406370592,1,260.7307692307692,60.563063127492285
Dominic Mcgrath,782,22,1.0,36.76190476190476,62.39303227276645,231.0952380952381,173.75232291277146,1,1238.4545454545455,545.4101756845574
Douglas Gillison,0,2,1.0,0.0,,0.0,0.0,1,511.0,76.36753236814714
Douglas Soule,73,4,0.75,24.333333333333332,1.1547005383792515,40.333333333333336,18.05239288540134,1,506.75,83.76305868340769
Dr Fergus Brown,350,69,0.7391304347826086,5.147058823529412,4.598068075435475,111.81159420289855,77.8469456141234,1,667.4927536231884,341.3296070984935
Dr Neha Singh,0,1,1.0,,,,,1,1112.0,
Dr Orna Young,0,1,0.0,,,,,1,539.0,
Dr Patrick Ngassa Piotie,0,1,1.0,,,,,1,1399.0,
Dr Priyamvada,263,389,0.9331619537275064,0.26804123711340205,0.6630204773111206,85.55428934884584,60.68798228536901,1,868.2133676092545,194.36126747650448
Dr. Raphael Byamungu,0,1,1.0,,,,,1,184.0,
Dr. Rohini Karandikar,0,1,0.0,,,,,1,390.0,
Dr. Saumya Saluja,686,119,0.8571428571428571,5.3474576271186445,13.320106977474001,243.29896026207092,194.3098735145049,1,771.6722689075631,238.54055225878693
Dr. Shikha Shiromani,745,383,0.8537859007832899,1.5392670157068062,2.3527004614535776,237.887345700108,168.52763009162854,1,570.4490861618799,198.92895649160315
Dror Sharon,4,2,1.0,4.0,,4.0,0.0,1,736.5,166.17009357883867
Duncan Agnew,38,3,0.6666666666666666,19.0,2.8284271247461903,25.333333333333332,9.104333522498443,1,953.0,124.43472184241824
Duncan Slade,260,5,1.0,65.0,64.78168465443505,116.2,79.7944860250381,1,712.2,172.05580490061936
Dylan Baddour,849,22,0.8636363636363636,40.42857142857143,70.8678851304111,375.7792207792208,284.2419685955632,1,1289.3636363636363,339.59885936408165
Dylan Sherman,39,3,0.6666666666666666,19.5,16.263455967290593,26.0,13.140268896284683,1,744.6666666666666,96.20984010657816
Earl Jerald Alpay,41,5,0.8,10.0,10.55146119422961,21.4,12.877888025604198,1,190.8,37.09043003255691
Ed Payne,94,62,0.8709677419354839,0.9836065573770492,1.6881133776960255,31.978847170809097,22.73579837400136,1,415.48387096774195,150.48116726953822
Ede Zaborszky,985,9,0.3333333333333333,122.75,106.45824131018294,464.72222222222223,297.38075211485204,1,535.0,198.986808608008
Edem Srem,2,2,1.0,2.0,,2.0,0.0,1,919.5,160.51323932934628
Eden Everwine,0,1,1.0,,,,,1,1595.0,
Edgar Brutian,51,4,0.75,16.666666666666668,14.6401275039985,25.333333333333332,15.129074290546956,1,706.25,176.44144448891063
Edward Fitzpatrick,541,7,1.0,90.16666666666667,93.16955869095155,212.1904761904762,151.08547534980988,1,831.0,192.37550086571142
Egnate Shamugia,628,23,1.0,28.545454545454547,38.07102044078405,189.17786561264822,156.86379122103003,1,1495.9130434782608,733.7132157757229
Eileen Jahn,19,2,1.0,19.0,,19.0,0.0,1,820.0,2.8284271247461903
Eimer Mcauley,0,1,1.0,,,,,1,3141.0,
Elbie T. Sebleh,13,3,1.0,6.0,1.4142135623730951,8.333333333333334,3.39934634239519,1,257.0,157.4674569553976
Eleanor Dearman,209,7,0.8571428571428571,34.833333333333336,8.376554582086042,96.19047619047619,54.497373503875046,1,1438.2857142857142,433.4673052975331
Eleanor Hildebrandt,495,3,1.0,247.5,154.8563850798539,330.0,146.98979556418195,1,680.0,69.93568473962345
Eleanor Whitehead,432,3,0.3333333333333333,216.0,16.97056274847714,288.0,102.29369482035537,1,1570.0,754.5124253450039
Elene Devidze,0,1,1.0,,,,,1,401.0,
Elene Mchedlishvili,0,1,1.0,,,,,1,1577.0,
Elfredah Kevin-Alerechi,72,7,1.0,11.5,9.268225288586807,31.095238095238095,19.193016492624807,1,694.1428571428571,126.55753444109729
Elia Vaissiere,0,1,1.0,,,,,1,350.0,
Elias Atienza,270,296,0.9389830508474576,0.5152542372881356,1.3598736385026993,90.08492899679341,64.01150139355342,1,321.81418918918916,199.24849301180666
Elias Huuhtanen,261,4,1.0,86.66666666666667,19.2180470738661,147.83333333333334,67.73826261591171,1,844.75,542.0119156131778
Elijah Roderos,736,3,0.6666666666666666,367.5,4.949747468305833,490.3333333333333,173.73607058472982,1,604.3333333333334,831.1500065170748
Eliza Keefe,840,7,1.0,139.5,216.82135503681366,407.2857142857143,310.0533199701139,1,1229.7142857142858,350.793725849306
Elizabeth Gribkoff,167,2,1.0,167.0,,167.0,0.0,1,1089.5,905.8037866999674
Elizabeth Meyer,0,1,1.0,,,,,1,651.0,
Elizabeth Ogunbamowo,1308,89,0.9662921348314607,14.386363636363637,40.08509105086209,450.6376404494382,336.29446245513344,1,904.4044943820224,452.3200475704306
Elizabeth Thompson,64,5,1.0,16.0,4.760952285695233,32.8,16.89852064531094,1,1163.0,150.30801708491802
Ella Nilsen,256,7,1.0,42.666666666666664,42.41540600615143,109.61904761904762,80.33233126650823,1,823.7142857142857,121.4354619893688
Ella Pickover,501,5,0.8,124.75,128.54927719231512,288.3,177.04465538388894,1,568.4,357.25803000072654
Ellen Cagle,89,4,1.0,29.666666666666668,14.047538337136984,49.666666666666664,24.991109530302083,1,828.5,201.29994204337632
Ellen Mccutchan,960,78,1.0,11.922077922077921,24.46467175431707,232.5011655011655,169.21825973934088,1,1676.8076923076924,351.0177062057269
Ellen T. Tordesillas,0,1,1.0,,,,,1,255.0,
Ellie Borst,36,3,1.0,18.0,12.727922061357855,24.0,11.224972160321824,1,1380.6666666666667,506.70931838020635
Ellie French,268,2,1.0,268.0,,268.0,0.0,1,864.5,252.43712088359746
Ellie Ng,0,1,0.0,,,,,1,790.0,
Elmaddin Mammadov,22,2,1.0,22.0,,22.0,0.0,1,546.5,136.47160876900367
Elsabe Brits,1551,3,1.0,775.5,771.4534982745233,1034.0,576.2158160504332,1,1091.6666666666667,127.6923385851059
Elzanne Singels,0,1,1.0,,,,,1,1018.0,
Emeka Umejei,0,1,1.0,,,,,1,1063.0,
Emer Moreau,3,2,1.0,3.0,,3.0,0.0,1,789.5,429.21381618023435
Emi Kolawole,1057,11,1.0,105.5,214.93422766563313,518.8,422.5109960914411,1,528.1818181818181,349.2147815261599
Emilie Beraud,895,9,0.3333333333333333,111.25,102.84072289572009,301.3888888888889,226.28255171328732,1,710.8888888888889,361.7929119138615
Emily Martin,0,1,1.0,,,,,1,353.0,
Emily Mccarter,81,5,0.2,20.25,9.878427675158296,43.8,23.258546816170607,1,788.0,189.5969409035916
Emily Tanaka,58,8,0.75,8.285714285714286,3.9036002917941324,26.142857142857142,15.601543618030432,1,358.0,83.56520123318592
Emily Tian,87,9,0.8888888888888888,10.875,8.88718981777383,35.22222222222222,22.138592637081008,1,684.6666666666666,263.2228143607617
Emily Venezky,196,33,0.8484848484848485,6.125,6.7045964012180335,74.35984848484848,52.16987892111415,1,610.5454545454545,397.09256563403227
Emily Zirkelbach,0,1,1.0,,,,,1,913.0,
Emma Diltz,105,4,0.25,35.0,18.520259177452136,58.166666666666664,30.085526235864464,1,671.25,134.56442075576044
Emma Hinchliffe,276,11,0.9090909090909091,27.6,29.55296563422659,89.34545454545454,66.11126109049205,1,1220.1818181818182,322.0735376220214
Emma Roller,0,1,1.0,,,,,1,861.0,
Emma Thelwell,0,1,1.0,,,,,1,1569.0,
Emmanuel Akinwotu,0,19,0.9473684210526315,0.0,0.0,0.0,0.0,1,362.0,133.51570860555864
Emmanuel Vincent,2078,64,1.0,32.6031746031746,88.70548218912124,381.1641865079365,385.94896488932295,1,734.59375,703.8734265443171
Emmarie Huetteman,141,3,1.0,70.5,10.606601717798213,94.0,33.793490497431605,1,902.6666666666666,201.137598010251
Emo Toure,25,3,1.0,12.0,8.48528137423857,16.333333333333332,7.84573486395988,1,554.0,114.76497723608888
Erasmo Passaro,0,1,1.0,,,,,1,280.0,
Eric Litke,1778,181,0.9779005524861878,9.877777777777778,17.841216343644632,433.0930632289748,395.41885128386764,1,876.4475138121547,263.73080500327114
Eric Neugeboren,94,2,1.0,94.0,,94.0,0.0,1,95.0,98.99494936611666
Eric Smalley,0,1,1.0,,,,,1,692.0,
Eric Stirgus,1106,240,0.9291666666666667,4.627615062761507,3.511001760723821,362.39989539748956,255.24406624688243,1,786.4875,185.18876451929825
Erika Stark,0,1,1.0,,,,,1,841.0,
Erin Flanagan,730,68,0.8382352941176471,10.328358208955224,14.718971534086796,228.67910447761193,162.93315124873828,1,603.0,396.24479844978094
Erin Gretzinger,226,61,1.0,3.4833333333333334,7.021737837593127,85.63770491803278,63.27994355192476,1,195.13114754098362,22.362524760437985
Erin O'Neill,538,127,0.937007874015748,4.26984126984127,2.681530006284318,181.51356080489938,127.02815663568177,1,664.3070866141733,103.01167385001237
Eromo Egbejule,23,2,1.0,23.0,,23.0,0.0,1,956.5,314.66251762801363
Ester Levinrad,776,4,1.0,258.6666666666667,128.0208316381882,446.0,221.61528226485947,1,590.5,200.0241652067736
Esther Chan,0,1,1.0,,,,,1,384.0,
Ethan Dewitt,0,1,1.0,,,,,1,1558.0,
Ethan Tan,68,4,0.25,22.0,11.135528725660043,37.0,19.252705437591537,1,421.5,133.30291319647395
Eugene Kiely,5331,908,0.6828193832599119,5.378169790518192,5.816480331416332,1630.526142727392,1170.736429162095,1,1371.6563876651983,1221.3117204074392
Eugene Smith,57,4,0.75,19.0,9.848857801796104,33.5,16.276260831857748,1,431.75,246.9147963704619
Eva Wackenreuther,1206,9,0.8888888888888888,150.375,110.08949281639656,536.8888888888889,338.9351607754447,1,593.0,177.58730247402264
Eve Chen,0,1,1.0,,,,,1,553.0,
Evie Townend,685,292,0.886986301369863,2.3539518900343643,2.66687402914585,227.15459210092737,160.71885736971802,1,457.31164383561645,220.68424240704877
Eyamin Sajid,399,32,0.84375,12.419354838709678,8.720757587688457,132.52217741935485,90.92246515274645,1,413.3125,62.518352144300074
Fagan Abbasov,0,1,1.0,,,,,1,336.0,
Faith Adeoye,176,14,1.0,13.076923076923077,10.436007685425324,63.417582417582416,43.22902614965554,1,785.2142857142857,175.40466556878326
Faith Brown,337,23,0.9565217391304348,14.818181818181818,12.136667635669244,121.300395256917,83.28514688432372,1,523.2173913043479,121.52139973225036
Faiz Ahmed,0,1,1.0,,,,,1,435.0,
Faizan Aalam,140,7,1.0,22.833333333333332,27.220702905448025,60.23809523809524,51.061964935150584,1,319.42857142857144,35.37822844093593
Faizan Ahmad,210,6,0.8333333333333334,41.6,51.135115136274024,78.0,62.72054421532602,1,540.3333333333334,103.3318279460238
Fanny Carrier,0,1,1.0,,,,,1,362.0,
Farhad Riahi,0,1,1.0,,,,,1,357.0,
Faruk Shuaibu,123,10,1.0,13.222222222222221,8.584546839783942,53.422222222222224,34.13990098852328,1,716.0,209.8258537189564
Fatima Abubakar,700,4,1.0,233.33333333333334,65.77486855428397,397.3333333333333,184.24319676871534,1,418.75,188.243415112809
Fatimah Idera,229,2,1.0,229.0,,229.0,0.0,1,765.0,41.012193308819754
Fauzeya Rahman,611,14,0.9285714285714286,47.0,33.818141088277855,216.28571428571428,141.78363687685635,1,1253.357142857143,334.49470667143413
Fayia J. Moseray,695,15,1.0,49.0,60.44959756817117,198.94285714285715,159.50852066038763,1,562.9333333333333,412.4337984395048
Feliks Todtmann,12,2,0.5,12.0,,12.0,0.0,1,896.0,36.76955262170047
Felipe F. Salvosa Ii,184,4,0.75,61.0,94.39809320108114,92.83333333333333,84.29198591140732,1,251.75,62.53199181219163
Felix Nathaniel,168,14,0.8571428571428571,12.461538461538462,19.615535444367328,49.94505494505494,39.93878905463744,1,468.57142857142856,82.04381032830456
Fengjiaxin Li,16,2,0.5,16.0,,16.0,0.0,1,264.0,33.94112549695428
Fernanda Ferreira,765,46,0.8478260869565217,16.533333333333335,23.679296672601808,216.66763285024155,166.76204130726708,1,1138.7173913043478,466.80215476240164
Fikayo Owoeye,321,57,0.8596491228070176,5.25,3.973777685139053,106.23934837092732,74.45435839685385,1,418.0877192982456,117.88876123304823
Filipa Ioannou,251,11,1.0,25.1,11.425604773684604,106.4,67.73493794329347,1,1182.909090909091,297.3080740731589
Flora Bowen,0,1,1.0,,,,,1,572.0,
Flora Teoh,2220,347,0.8691860465116279,5.927745664739884,4.571237628254154,717.5744531991804,520.3813362364377,1,1130.1469740634006,537.2362627705013
Florica Brahma,488,25,1.0,19.833333333333332,36.163477452386616,129.50666666666666,113.90678918406147,1,354.84,121.40966463452023
Foday Moriba Conteh,0,1,1.0,,,,,1,890.0,
Folashade Oladeinde,17,2,1.0,17.0,,17.0,0.0,1,1169.0,964.4936495384508
Fora Staff,28,3,1.0,14.0,18.384776310850235,18.666666666666668,12.498888839501783,1,3749.0,4509.168770405472
Forrest Milburn,0,1,1.0,,,,,1,1068.0,
Francis Arinze Iloani,66,7,1.0,10.666666666666666,8.755950357709132,24.761904761904763,16.127187225317794,1,1039.4285714285713,592.707026318753
François D'Astier,13,2,1.0,13.0,,13.0,0.0,1,501.0,5.656854249492381
Françoise Kadri,0,1,1.0,,,,,1,286.0,
Funmilayo Babatunde,104,7,1.0,17.0,9.818350166906862,50.476190476190474,29.558044666979367,1,833.2857142857143,205.44805854985526
Funmilola Afolabi,1021,17,0.8823529411764706,63.375,213.87095018569804,162.5,287.34356357749124,1,824.2352941176471,256.0521258971903
Gabriel Pogrund,30,4,1.0,10.0,6.244997998398398,15.5,8.0156097709407,1,477.0,137.54756752968527
Gabriel Vinocur,0,1,1.0,,,,,1,172.0,
Gabrielle Healy,71,6,1.0,14.2,7.293833011524187,29.8,17.305875688139373,1,735.8333333333334,143.90332402924773
Gabrielle Settles,816,153,0.934640522875817,5.368421052631579,5.2370106868444894,280.1124871001032,198.77133622883915,1,576.6274509803922,270.3214918912814
Gaelle Faure,1248,6,1.0,249.4,339.0299396808489,665.5333333333333,426.19649093920157,1,582.3333333333334,288.9814296225047
Ganesh Kumar Radha Udayakumar,29,3,0.6666666666666666,14.5,19.091883092036785,19.333333333333332,12.970050972229146,1,283.3333333333333,111.60794475902391
Ganiyat Tijani-Adenle,113,18,0.9444444444444444,6.0588235294117645,7.733616458644155,42.071895424836605,31.86575283273419,1,614.3888888888889,170.80678416368556
Gareth Newham,0,1,1.0,,,,,1,1824.0,
Garima Dev Verman,653,187,0.9625668449197861,3.043010752688172,4.1287756931332655,197.00523259157035,140.98595346098932,1,689.6042780748663,226.74023217070564
Garreth Macnamee,921,11,0.9090909090909091,91.6,134.22551504423026,230.27272727272728,216.54648499869322,1,880.1818181818181,145.23554536119468
Gary Garrison,50,3,1.0,25.0,1.4142135623730951,33.333333333333336,11.8133634311129,1,970.0,22.516660498395403
Gaurav Tiwari,7,4,1.0,2.0,3.4641016151377544,3.5,3.2015621187164243,1,414.75,43.014532428006234
Gavin Evans,0,1,1.0,,,,,1,1453.0,
Gayathri S.,931,55,0.8,17.037037037037038,15.428426304228747,325.94074074074075,233.69189302465023,1,349.4909090909091,114.4264073262929
Gaëlle Fournier,62,4,0.75,20.666666666666668,19.139836293274126,33.5,21.5,1,548.75,74.24901795085688
Gbolahan Latinwo,0,1,1.0,,,,,1,406.0,
Geetika,854,202,0.7512437810945274,3.845771144278607,8.250520864003871,185.77306536623811,176.0045705719898,1,365.990099009901,129.8022985828953
Gegham Vardanyan,0,1,1.0,,,,,1,464.0,
Gegi Charkviani,0,1,1.0,,,,,1,598.0,
George Ash,0,2,1.0,0.0,,0.0,0.0,1,798.0,227.6883835420683
George Driver,1585,53,0.9245283018867925,30.48076923076923,171.27944033581386,704.9056603773585,675.8143556848084,1,929.6981132075472,327.8168217926251
Georgina Alexander,0,1,1.0,,,,,1,838.0,
Georgina Jerums,120,7,1.0,20.0,13.65283853270081,49.904761904761905,33.96763832701266,1,699.7142857142857,119.0430094345657
Geruza Bumba,346,28,0.9642857142857143,12.814814814814815,11.786684263435834,128.3095238095238,87.17783906236014,1,466.89285714285717,274.0538388962224
Gideon Hess,83,7,0.7142857142857143,13.833333333333334,12.367969383316998,29.61904761904762,20.831469304364607,1,425.85714285714283,165.0731439609207
Gigi Tang 鄧曉賢,970,16,0.1875,64.33333333333333,194.41511796986904,440.10833333333335,403.0631628713903,1,648.25,486.65216873382303
Gill Moodie,198,2,1.0,198.0,,198.0,0.0,1,1242.0,811.7585848021565
Giorgi Bolkvadze,1350,2,1.0,1350.0,,1350.0,0.0,1,432.5,79.90306627407988
Giorgi Elizbarashvili,659,94,1.0,7.086021505376344,8.380432584531677,215.34385724090598,152.11671922207591,1,1463.4574468085107,696.9187432756382
Giorgi Gatenashvili,0,1,1.0,,,,,1,1025.0,
Giorgi Giorgadze,0,1,1.0,,,,,1,481.0,
Giorgi Iaganashvili,0,1,1.0,,,,,1,439.0,
Giorgi Janashvili,912,17,1.0,57.0,88.7648579112252,205.36764705882354,175.22988299506358,1,1511.2941176470588,897.8407267373402
Giorgi Kamkamidze,0,1,1.0,,,,,1,1616.0,
Giorgi Minashvili,956,65,1.0,14.46875,20.990526018651426,250.89471153846154,195.99232709400763,1,622.6,287.9547381968214
Giorgi Nasrashvili,292,3,1.0,146.0,16.97056274847714,194.66666666666666,69.51898221988645,1,219.0,369.8094103724241
Gloria Mwivanda,127,10,1.0,14.11111111111111,27.461083574963155,35.75555555555555,38.18967606598269,1,302.1,66.28130287729044
Gopolang Makou,946,37,0.8108108108108109,26.27777777777778,31.795427444039913,286.9429429429429,199.5646682269993,1,881.5405405405405,311.83414346898104
Grace Abels,933,99,0.8181818181818182,9.520408163265307,22.67530997155082,280.24077509791795,223.30039760035754,1,612.8686868686868,371.68092104748536
Grace Deng,27,18,0.9444444444444444,1.1764705882352942,1.8109146210426053,8.065359477124183,6.17360309686115,1,484.3333333333333,225.57612514469287
Grace Gichuhi,2030,420,0.9952380952380953,4.844868735083533,16.268891592698534,476.69669280600067,345.5138479254928,1,279.57380952380953,100.41009837946879
Grace Hase,88,3,1.0,44.0,21.213203435596427,58.666666666666664,24.087802353519557,1,1030.6666666666667,65.54642120919598
Grace Rahman,2090,504,0.906,4.155069582504971,4.759955926627417,671.429313010824,486.63829368539814,1,435.5674603174603,277.1843079419951
Gregory Smith,121,8,1.0,17.285714285714285,12.592514783450865,51.535714285714285,32.536223925756026,1,761.0,251.39496528655576
Gregory Trotter,69,3,1.0,34.5,10.606601717798213,46.0,17.378147196982766,1,1115.0,339.71605790718814
Greta Serrin,69,3,1.0,34.5,16.263455967290593,46.0,18.7794213613377,1,592.6666666666666,104.30883631473097
Griff Bihun,0,1,1.0,,,,,1,491.0,
Grisha Mkrtchyan,0,1,1.0,,,,,1,331.0,
Gráinne Ní Aodha,1825,12,0.8333333333333334,165.45454545454547,169.50596664210002,581.6818181818181,441.6904908071052,1,1163.5833333333333,328.51109247449756
Grégoire Lemarchand,1826,3,1.0,913.0,1291.1769824466357,1217.3333333333333,860.7846549644238,1,352.3333333333333,72.72780302836965
Guillaume Daudin,1777,13,1.0,148.08333333333334,474.09635735850793,484.79487179487177,770.7021500399914,1,487.7692307692308,334.11229495638986
Gundula Haage,31,2,0.5,31.0,,31.0,0.0,1,479.5,150.61374439273462
Guram Jajanidze,26,2,1.0,26.0,,26.0,0.0,1,922.5,91.21677477306463
Gvantsa Devidze,35,8,1.0,4.571428571428571,3.154739442867026,13.464285714285714,8.740227779220234,1,735.25,375.6319437199892
Gwen Roley,649,128,0.8125,4.6299212598425195,3.65540076539571,215.09461122047244,151.0673436042291,1,623.7890625,182.53079353383245
H. Marcos C. Mordeno,748,42,0.9761904761904762,17.75609756097561,27.817962261643896,178.5493612078978,145.58260205491104,1,586.047619047619,240.32812451566545
Habeeb Rahman Yp,438,3,0.6666666666666666,219.0,306.8843430349616,292.0,205.0625920704863,1,631.0,139.86064492915796
Hadleigh Zinsner,527,22,0.9090909090909091,24.61904761904762,35.67839148627105,227.95238095238096,164.91060776959478,1,927.8181818181819,776.1689578192696
Hailey Jo,491,36,0.8611111111111112,13.542857142857143,13.410581548873694,176.7984126984127,123.81861668889019,1,539.7777777777778,141.95091930686286
Haley Bemiller,483,39,1.0,12.710526315789474,10.197794925233916,172.0539811066127,119.10002057012966,1,729.1282051282051,181.48353259893415
Haley Tenore,78,4,1.0,26.0,10.583005244258363,41.333333333333336,19.68643074697787,1,507.25,188.35140031335047
Hallie Claflin,27,2,1.0,27.0,,27.0,0.0,1,278.0,32.526911934581186
Hamadziripi Tamukamoyo,0,1,1.0,,,,,1,1027.0,
Hannah Hudnall,30,11,0.9090909090909091,2.8,4.541169697580373,9.727272727272727,7.751726014143372,1,525.7272727272727,207.39001466275607
Hannah N. Geterminah,522,7,1.0,86.33333333333333,82.00894260180819,229.0,142.3225712447407,1,636.8571428571429,193.04181634335822
Hannah Phaup,153,22,1.0,7.285714285714286,7.3221776620269,57.484848484848484,39.35627570157338,1,465.8636363636364,455.3401967816973
Hannah Smith,947,310,0.919093851132686,3.0647249190938513,3.6727787268881604,292.68305668650174,211.27296634344447,1,538.9903225806452,285.2828096108185
Hannah Williams,15,2,1.0,15.0,,15.0,0.0,1,1543.5,68.58935777509511
Harry Esteve,0,1,1.0,,,,,1,323.0,
Harshana Silva,245,30,0.9333333333333333,8.068965517241379,7.304260178058314,81.54482758620689,57.66964730577578,1,403.1,104.60709740541607
Harshavardhan Konda,891,317,0.889589905362776,2.3354430379746836,5.6899920601319,223.15633111048996,197.91082689548813,1,305.80441640378547,163.95823674995776
Hayat Norimine,64,12,0.9166666666666666,5.818181818181818,6.27404465744677,21.12121212121212,15.673288560105627,1,512.0833333333334,221.05098479488362
Hayley Halpin,887,5,1.0,221.5,199.43336397570658,483.8,278.7697257594519,1,759.2,122.77499745469352
Hazel Gandhi,599,325,0.7956656346749226,1.345679012345679,1.5372404516683333,197.96486229819564,140.4088415732165,1,496.0092307692308,183.11246773624083
Hazel Silistre,0,1,1.0,,,,,1,436.0,
Heaven Taylor-Wynn,28,5,0.8,7.0,3.7416573867739413,14.8,7.8460180983732135,1,767.6,142.71404976385472
Helen Lock,0,1,1.0,,,,,1,376.0,
Helen William,0,1,1.0,,,,,1,523.0,
Henry J. Gomez,658,26,1.0,26.32,21.598070901510315,259.12,178.20140999183178,1,850.1538461538462,246.51826582347886
Hermien Kotzé,0,1,1.0,,,,,1,916.0,
Hiba Bég,0,1,1.0,,,,,1,300.0,
Himanshi Dahiya,1642,90,0.9,17.9438202247191,73.3696059734178,247.66591760299625,248.02074889932592,1,570.5333333333333,287.66538770053455
Hoagy Cunningham,0,1,1.0,,,,,1,538.0,
Hu Leyi 胡乐怡,8,3,0.6666666666666666,4.0,4.242640687119285,5.333333333333333,3.0912061651652345,1,548.0,236.89449128251167
Hurt Allauigan,495,28,0.9642857142857143,18.0,67.37153016611005,73.17724867724868,105.17661040629332,1,165.07142857142858,40.282271232657365
Hyppolite Valsez Onanina,0,1,1.0,,,,,1,661.0,
