author,experience_days,number_of_fact_checks,unique_claim_percentage,fc_frequency_mean,fc_frequency_std,pairwise_diff_mean,pairwise_diff_std,number_of_organisations,word_count_mean,word_count_std
Riley Snyder,284,38,0.9736842105263158,7.675675675675675,4.109974682633932,103.66287339971551,71.08908022448458,1,900.4736842105264,303.4458620259211
Riley Zhang,676,4,0.25,225.0,340.40123384030204,338.5,300.92953217212386,1,580.75,130.78576629995584
Rima Marangozyan,0,1,1.0,,,,,1,1169.0,
Rimal Farrukh,550,21,1.0,27.1,41.57162493817147,235.9904761904762,169.0336114920904,1,444.85714285714283,79.39413436412397
Risenga Maluleke,0,1,1.0,,,,,1,896.0,
Rishabh Raj,132,10,0.6,14.333333333333334,17.269916039170543,61.4,43.8935074925666,1,511.1,113.20134471129063
Rishabh Sharma,1125,39,0.7435897435897436,29.105263157894736,59.736714897001434,308.94197031039135,256.0284399918238,1,438.79487179487177,120.05024813915466
Rita Jlogbe Doue,0,2,1.0,0.0,,0.0,0.0,1,498.5,242.5376259469858
Ritika Jain,0,1,1.0,,,,,1,857.0,
Ritika Shah,370,25,0.8,15.0,19.691092667365684,109.02,96.06737011077175,1,396.12,97.48218640688495
Riyaz Wani,0,1,1.0,,,,,1,479.0,
Rob Lever,1205,156,0.8205128205128205,7.27741935483871,6.119518998871156,400.56534325889163,281.66578974303104,1,529.9166666666666,206.16926833139092
Robert Barca,1588,8,0.375,226.42857142857142,267.98747305477866,692.0,477.12142809022646,1,568.25,183.9982530972975
Robert Higgs,163,6,1.0,32.6,9.6591925128346,71.86666666666666,39.41212447401885,1,699.6666666666666,227.79961954899457
Robert Holloway,0,1,1.0,,,,,1,631.0,
Robin Hibberd,75,4,0.5,25.0,15.524174696260024,41.833333333333336,22.59363233794474,1,522.0,175.36058089928116
Robin Wilkinson,43,3,1.0,21.5,3.5355339059327378,28.666666666666668,10.338708279513883,1,1070.6666666666667,335.0407935361504
Rochelle Koff,162,8,1.0,23.142857142857142,17.082433193474632,63.07142857142857,40.243835882413244,1,930.375,228.3949821190099
Rohit Kumar,441,15,0.8666666666666667,31.071428571428573,24.0591076172966,169.22857142857143,112.70925572698373,1,420.73333333333335,129.76928244645057
Roland De Courson,0,1,1.0,,,,,1,1488.0,
Roland Lloyd Parry,633,35,0.8857142857142857,18.147058823529413,21.321681031204715,196.0033613445378,136.95327052695419,1,1038.4571428571428,759.1169538218942
Rommel F. Lopez,1002,62,0.967741935483871,16.016393442622952,23.453138953580524,380.92808038075094,289.3897719246878,1,261.0967741935484,118.36311311722346
Rommel Lopez,650,2,1.0,650.0,,650.0,0.0,1,195.0,66.46803743153546
Romy Ellenbogen,54,2,1.0,54.0,,54.0,0.0,1,496.5,168.99852070358486
Roselena Ahiable,13,2,1.0,13.0,,13.0,0.0,1,836.5,77.07463914933368
Roselyn Dapiton,105,8,1.0,14.714285714285714,25.837403673191094,34.964285714285715,34.38488262392681,1,217.875,101.30496744272428
Ross Adkin,1800,3,1.0,900.0,1272.7922061357856,1200.0,848.5281374238571,1,344.3333333333333,48.41831609353358
Rossen Bossev,1183,6,0.16666666666666666,236.0,240.28628758212568,517.9333333333333,388.93229345078674,1,661.3333333333334,181.68617632243428
Roxana Romero,405,7,0.14285714285714285,67.0,76.56631112963456,174.57142857142858,120.02998491590158,1,538.5714285714286,242.3735802040981
Roxanne Joseph,0,1,1.0,,,,,1,1119.0,
Rubén Portela Carballeira,1331,28,0.8928571428571429,48.77777777777778,111.70198446461607,327.0687830687831,290.82096081219015,1,1293.0357142857142,825.0979956229152
Rujuta Thete,1026,811,0.930778739184178,0.782716049382716,1.3570117431565283,333.3810171865248,237.1015726689827,1,414.74599260172624,126.6571910416575
Runjay Kumar,514,25,0.8,20.958333333333332,21.7105047037777,180.03,127.61356680750418,1,575.96,179.30013943106684
Rushelle Intia,22,8,1.0,2.857142857142857,3.6253078686998625,8.607142857142858,6.757743102303809,1,189.375,27.30744273218253
Ruth Becker,1592,8,0.625,227.42857142857142,525.4771980916829,425.7142857142857,612.0419486757223,1,840.5,162.52736033401533
Ruth Weston,0,1,1.0,,,,,1,480.0,
Ryan Christopher J. Sorote,42,4,1.0,13.666666666666666,14.189197769195175,21.0,13.844373104863458,1,386.5,151.5838601786703
Ryan Cummings,989,2,1.0,989.0,,989.0,0.0,1,1068.5,333.0472939388639
Ryan Hanrahan,77,4,0.75,25.666666666666668,43.592812863284394,38.666666666666664,38.002923864121584,1,676.75,110.0526389203518
Rye Druzin,35,2,1.0,35.0,,35.0,0.0,1,819.0,72.12489168102785
Rylee Wilson,690,4,0.75,230.0,215.5203006679417,372.8333333333333,240.77611777103,1,873.25,116.29380894957391
Rémi Banet,1593,17,0.7647058823529411,99.4375,274.08197526774114,728.1985294117648,652.269260756054,1,631.4117647058823,423.81231972766096
Rónán Duffy,1660,15,0.9333333333333333,118.14285714285714,105.00612227049294,648.7714285714286,437.9604299834547,1,1161.8666666666666,479.0694650893045
Sabine Martin,1175,7,0.7142857142857143,195.83333333333334,265.6338959294666,643.8095238095239,446.36517391114376,1,727.0,257.6942632914697
Sabrina Eaton,854,51,0.9607843137254902,17.08,15.760762438824502,270.80470588235295,191.22046894242402,1,825.0980392156863,276.805581945304
Sadia Mandjo,546,11,0.9090909090909091,54.0,35.09985754956849,215.8909090909091,135.56543843905627,1,599.3636363636364,152.81837109933656
Saheed Ibrahim,168,16,0.9375,10.866666666666667,8.692087260973683,65.61666666666666,43.443101357471654,1,771.0,277.43852171847607
Sahil Bali,287,4,1.0,95.0,97.5551126287085,143.83333333333334,94.25394185685582,1,310.5,195.9889452664784
Sahil Sinha,768,89,0.8202247191011236,8.284090909090908,10.731786349183164,227.88278855975486,163.95316946405995,1,399.30337078651684,86.95667736585087
Sai Santosh Vangala,0,1,1.0,,,,,1,392.0,
Saket Tiwari,137,16,0.75,8.8,9.929753269845127,39.708333333333336,28.394951380287463,1,484.0,92.57789512981307
Saladin Salem,452,4,0.5,150.33333333333334,126.894969692787,274.0,148.2329248176666,1,643.0,231.01947969814148
Salome Giunashvili,1050,14,1.0,80.15384615384616,186.97853983538954,482.83516483516485,394.0799066551965,1,683.5,274.0142472432915
Salome Khurtsilava,0,1,1.0,,,,,1,402.0,
Salome Makhatadze,0,1,1.0,,,,,1,476.0,
Salome Margvelashvili,97,2,1.0,97.0,,97.0,0.0,1,523.5,218.4959953866432
Salome Ruan 阮思喆,20,3,0.6666666666666666,10.0,2.8284271247461903,13.333333333333334,4.988876515698588,1,802.0,315.91296269700615
Salsabil Chellali,0,1,1.0,,,,,1,686.0,
Sam Ashworth-Hayes,2690,28,0.9642857142857143,99.62962962962963,408.1453500661582,569.2566137566138,915.6060099007166,1,509.0,243.35007552753967
Sam Kisika,258,3,1.0,129.0,5.656854249492381,172.0,60.898823196073884,1,767.6666666666666,682.5440156746913
Sam Knupp,0,1,1.0,,,,,1,969.0,
Sam Waruingeh,766,7,0.8571428571428571,127.66666666666667,216.12280459652254,400.1904761904762,303.64368514484977,1,626.5714285714286,372.94944123069246
Sam Whitehead,0,1,1.0,,,,,1,1081.0,
Samantha Patrick,28,2,0.5,28.0,,28.0,0.0,1,397.0,124.45079348883236
Samantha Putterman,2323,693,0.8282828282828283,3.356936416184971,8.370822863106268,657.6329438063542,515.77499250227,1,587.9509379509379,314.02875391129146
Samantha West,41,2,1.0,41.0,,41.0,0.0,1,956.0,84.8528137423857
Samantha Young,0,1,1.0,,,,,1,846.0,
Samba Dialimpa Badji,0,1,1.0,,,,,1,475.0,
Sami Acef,1559,9,1.0,194.75,398.50927574793394,637.7777777777778,636.304264706713,1,484.77777777777777,169.34415975888996
Samson Adenekan,0,1,1.0,,,,,1,665.0,
Samuel Kisika,0,1,1.0,,,,,1,1010.0,
Samuel Russ,357,2,0.5,357.0,,357.0,0.0,1,540.0,104.65180361560904
Sanchari Chatterjee,794,7,0.8571428571428571,131.83333333333334,112.96975996551762,361.9047619047619,257.9831860083881,1,342.7142857142857,86.93812797178288
Sandro Gigauri,184,8,0.75,25.857142857142858,34.148833906048054,65.42857142857143,59.649828506177,1,932.75,766.1375762317664
Sanele Mzisa,0,1,1.0,,,,,1,461.0,
Sanjay Nirala,711,6,0.8333333333333334,142.0,74.98999933324443,341.2,191.01350737578744,1,540.8333333333334,217.24586685750012
Santosh Kaloji,0,1,1.0,,,,,1,128.0,
Santoshkumarjena Santoshkumarjena,29,2,1.0,29.0,,29.0,0.0,1,531.0,43.840620433565945
Sapthagiri Gopagoni,142,4,1.0,46.666666666666664,56.69509091035426,89.16666666666667,54.2322679674093,1,464.25,79.73445512031378
Sara Dingmann,2,2,1.0,2.0,,2.0,0.0,1,351.0,149.90663761154806
Sara Swann,1093,218,0.8577981651376146,5.0368663594470044,6.981359131288154,311.6794064177906,233.88914068186185,1,550.9954128440367,269.1518595164544
Sarah Anne Hughes,469,4,1.0,156.33333333333334,172.09687194523127,293.6666666666667,170.58494137004655,1,622.25,246.31872983325215
Sarah Bahari,244,5,0.8,61.0,20.346989949375804,128.4,66.16675902596408,1,856.8,292.19462691842915
Sarah Baum,14,8,1.0,1.5714285714285714,1.3972762620115438,5.178571428571429,3.61597222086133,1,336.75,83.72872864196614
Sarah Hauer,453,31,1.0,15.1,17.201343171291935,185.53978494623655,130.8420825563996,1,780.6451612903226,195.33860318040854
Sarah Lubala-Smit,91,3,1.0,45.5,21.920310216782973,60.666666666666664,24.9042611258038,1,29.333333333333332,3.0550504633038935
Sarah Stanley,31,2,1.0,31.0,,31.0,0.0,1,709.5,77.07463914933368
Sarah Thompson,93,56,0.8571428571428571,1.2,1.7888543819998315,32.744805194805195,23.082977205082592,1,447.80357142857144,137.4138301419683
Sarah Turnnidge,1350,354,0.9209039548022598,3.8243626062322944,12.09821437819939,366.1020630271603,269.7310003268378,1,471.2853107344633,315.96495566973283
Sarah Usandivaras,83,3,0.3333333333333333,41.5,28.991378028648448,55.333333333333336,25.746628689770024,1,5075.0,2986.03466155368
Sarah Watson,298,3,1.0,149.0,121.62236636408618,198.66666666666666,99.3187908817975,1,1224.6666666666667,664.8175188225212
Sarah Waychoff,4,2,1.0,4.0,,4.0,0.0,1,581.0,38.18376618407357
Sarah Wild,1799,14,1.0,138.3846153846154,259.10954519325685,816.6373626373627,681.0570568226933,1,1142.0,408.336023015736
Saranac Hale Spencer,2615,201,0.8109452736318408,12.555,30.17131945387771,559.2050248756219,456.3718631960555,1,1431.3383084577115,1222.0279354315612
Sarkar Shawan,162,26,0.8461538461538461,6.04,6.086049621881176,59.32,42.314235466057085,1,462.96153846153845,124.78060130300086
Sarvajeet Singh Chauhan,721,17,0.6470588235294118,44.5,58.47962608179593,212.83823529411765,174.23058675672218,1,475.29411764705884,130.96075972685594
Sasha Hupka,194,10,1.0,21.555555555555557,17.98687793303156,71.15555555555555,49.6834224780842,1,1455.9,255.1467769300208
Satya Priya Bn,794,548,0.885036496350365,0.979890310786106,1.3977865766824227,232.4212692990299,164.75780995271938,1,397.11678832116786,141.68820550313052
Scott Johnson,1616,173,0.9884393063583815,8.94186046511628,12.029549048887802,458.31247479499933,327.71559875109006,1,642.6300578034682,433.3260516034691
Sean Carlin,57,2,1.0,57.0,,57.0,0.0,1,978.5,174.65537495307723
Sean Christensen,580,15,0.4666666666666667,40.857142857142854,47.5311349665542,212.4,146.48124209506923,1,1951.2666666666667,1584.3196587028706
Sean Eifert,65,31,0.8387096774193549,1.7666666666666666,2.473073382255971,21.273118279569893,15.63263157137099,1,323.741935483871,126.6354262550401
Sean Gleeson,0,1,1.0,,,,,1,1544.0,
Sean Gorman,2054,221,0.9457013574660633,9.336363636363636,7.905581258008936,725.2349650349651,513.5533277062651,1,782.9366515837104,211.73956036433682
Sean Murray,1440,28,0.9642857142857143,52.888888888888886,76.31580808785662,403.5925925925926,321.2843408415637,1,1126.0714285714287,518.1890065997603
Sean Na,0,1,1.0,,,,,1,648.0,
Sean Nelson,39,3,1.0,19.5,27.577164466275352,26.0,18.384776310850235,1,579.3333333333334,183.11289777984874
Seana Davis,334,2,1.0,334.0,,334.0,0.0,1,1124.5,174.65537495307723
Sefiso Hlongwane,251,2,1.0,251.0,,251.0,0.0,1,1028.0,164.04877323527901
Segun Olakoyenikan,1570,198,0.9494949494949495,7.482233502538071,44.18763262066285,327.97072245295595,255.29803307822857,1,507.7828282828283,162.73365336382597
Semilore Adelola,461,86,0.9883720930232558,5.423529411764706,6.7017703250854606,167.3332421340629,117.52140662595713,1,216.96511627906978,109.59105241218305
Serine Gabrielyan,0,1,1.0,,,,,1,657.0,
Seth A. Richardson,74,10,1.0,8.222222222222221,6.3595946761129705,28.42222222222222,17.911497100886393,1,856.5,300.1715250393422
Seth Taylor,49,2,1.0,49.0,,49.0,0.0,1,850.5,89.80256121069154
Sethu Mbuli,0,1,1.0,,,,,1,1016.0,
Sevana Wenn,37,2,0.5,37.0,,37.0,0.0,1,774.5,325.9762261269984
Shachi Sutaria,488,18,0.6111111111111112,28.176470588235293,28.69284600322362,187.9607843137255,128.33223235346122,1,620.1666666666666,220.94269951864948
Shahista Rohan,0,1,1.0,,,,,1,412.0,
Shalva Dekanozishvili,42,2,1.0,42.0,,42.0,0.0,1,690.0,171.1198410471445
Shan Li,0,1,1.0,,,,,1,181.0,
Shane Raymond,1317,209,0.9665071770334929,5.860576923076923,33.986140733899056,282.97276407802724,206.16887914930433,1,983.3540669856459,454.7369051220879
Shannon Beckham,26,3,1.0,13.0,5.656854249492381,17.333333333333332,6.944222218666553,1,771.3333333333334,227.3550820486169
Shannon Macneil,6,2,0.5,6.0,,6.0,0.0,1,249.5,23.33452377915607
Sharad Prakash Asthana,1107,95,0.9052631578947369,11.27659574468085,19.771492595887366,327.0138857782755,234.25947039818672,1,661.4421052631579,209.5023848840783
Sharangee,0,2,1.0,0.0,,0.0,0.0,1,540.5,28.991378028648448
Sharmila Saha Roy,212,4,1.0,70.33333333333333,49.16638417997945,112.16666666666667,62.90579376248971,1,361.25,51.525883463232994
Shefali Luthra,437,40,0.85,11.205128205128204,14.779394416728861,153.57820512820513,111.13600024575561,1,959.175,287.5971976166025
Shefali Srivastava,299,11,0.7272727272727273,29.5,39.79181937143474,94.12727272727273,74.68918737503978,1,654.0,209.0908893280623
Shianna Manuel,0,1,1.0,,,,,1,195.0,
Shifa Naseer,111,13,0.9230769230769231,8.75,9.526279441628825,46.23076923076923,36.473707803659686,1,372.38461538461536,114.30845584174023
Shim Kyu-Seok,1396,299,0.9632107023411371,4.228187919463087,4.444374957086786,457.2902516217369,323.03671183789805,1,493.24749163879596,131.31574333789914
Shimron Diana,157,42,0.8809523809523809,3.317073170731707,4.1136299322511,49.764227642276424,36.07160156230796,1,384.45238095238096,124.4835580054852
Shirley De Villiers,199,5,1.0,49.75,74.94609173710572,83.6,79.09260395258207,1,1761.6,511.05606346075183
Shola Ilesanmi,0,1,1.0,,,,,1,500.0,
Shota Gelovani,0,1,1.0,,,,,1,1036.0,
Shrey Banerjee,173,21,0.7619047619047619,8.15,11.762003946696552,52.680952380952384,47.55936760210356,1,432.95238095238096,146.01831261539635
Shreya Basak,73,10,0.9,7.777777777777778,13.169830843425608,21.57777777777778,21.64818585048835,1,390.3,139.1346669797127
Shreya Sinha,955,43,0.9069767441860465,22.214285714285715,27.195350852929575,261.60132890365446,198.5488452261765,1,415.13953488372096,104.52855189699741
Shreyashi Roy,947,33,0.8787878787878788,29.0625,75.4034043468647,178.6401515151515,162.0730383237514,1,991.8181818181819,434.7814432667187
Shreyasi Jha,0,1,1.0,,,,,1,359.0,
Shukur Aliev,0,1,1.0,,,,,1,645.0,
Shweta Kumari,113,6,1.0,22.2,10.03493896344168,54.13333333333333,30.429956000990575,1,346.6666666666667,51.239307827747496
Sian Bayley,252,105,0.7019230769230769,2.423076923076923,2.568261501416174,83.25787545787546,59.92497279696579,1,356.1904761904762,154.7574463995746
Sibahathulla Sakib,227,129,0.8046875,1.328125,1.334634781503914,75.99987887596899,53.89575626698247,1,430.2248062015504,114.05893763684178
Siddharth Sarathe,1363,48,0.7916666666666666,28.5531914893617,22.940194941211715,438.4663120567376,308.0286620860807,1,658.3125,289.07027462230144
Sidney Steele,49,3,1.0,24.5,7.7781745930520225,32.666666666666664,12.39175353029407,1,608.0,69.46221994724903
Silas Jonathan,1442,75,1.0,19.027027027027028,40.235938741165484,321.8828828828829,271.1149119336118,1,776.1333333333333,423.4156903645008
Simbiat Bakare,425,5,1.0,106.0,103.29891900047485,229.5,134.4561266733502,1,1222.4,840.987098593076
Simone Esters,92,3,1.0,46.0,52.32590180780452,61.333333333333336,37.18721405118819,1,626.3333333333334,210.05078750943386
Sinead O'Carroll,792,3,1.0,395.5,514.06662992262,527.6666666666666,350.7480894063747,1,903.3333333333334,351.13577620819746
Singh Harmanjit,67,6,0.3333333333333333,13.0,12.469963913339926,27.866666666666667,18.59701290231549,1,602.6666666666666,223.77548272021818
Sintha Chiumia,1304,33,0.6666666666666666,40.75,67.14788685936006,405.2386363636364,339.88238811338204,1,1201.3030303030303,450.06384858487604
Sinéad Boultwood,1154,27,0.7407407407407407,44.38461538461539,83.16349051023624,291.84615384615387,277.70866332811136,1,308.037037037037,164.50449642708656
Site Admin,205,4,0.5,67.66666666666667,31.214312956291916,107.5,52.436469497224294,1,428.75,295.72439308698677
Sk Badiruddin,878,194,0.7979274611398963,4.05699481865285,4.406655156901662,267.2502537257625,189.68226176265603,1,95.21649484536083,65.17814993616349
Smitha Rajan,32,4,1.0,10.666666666666666,7.234178138070235,17.166666666666668,9.546668994413125,1,707.5,262.97591778209147
Smitha Tk,0,1,1.0,,,,,1,743.0,
Sneha Alexander,650,4,0.75,216.66666666666666,345.314832194236,325.3333333333333,302.4018665433282,1,1029.25,702.4772238300684
Sneha Richhariya,47,14,1.0,3.0,2.0,18.307692307692307,12.687011882186129,1,577.5714285714286,148.41610646874096
Snigdha Choudhury,860,99,0.8585858585858586,8.316326530612244,15.105537278415428,272.93320964749535,199.1897172730335,1,402.2323232323232,123.68968975913384
Sofia Abarquez,40,3,1.0,19.5,12.020815280171307,26.333333333333332,11.897712198383164,1,167.33333333333334,17.785762095938804
Sofia Ahmed,413,145,0.8689655172413793,2.8680555555555554,6.632455196001095,139.70402298850576,102.24009166647308,1,384.88965517241377,161.9502717417954
Sofia Bliss-Carrascosa,32,7,0.8571428571428571,5.333333333333333,4.457203906785808,12.380952380952381,8.660123118426426,1,660.7142857142857,360.0614365566495
Soma Basu,0,1,1.0,,,,,1,559.0,
Sona Hovsepyan,0,1,1.0,,,,,1,515.0,
Sonal Gupta,1434,238,0.9369747899159664,5.59915611814346,36.665397246137246,165.64379675921,189.76643535866197,1,485.50840336134456,236.30765082040523
Sonam Thomas,876,16,1.0,57.8,60.227188924224954,265.96666666666664,194.94289477234668,1,1803.375,700.4428004246075
Soofia Tariq,148,53,0.8867924528301887,2.8461538461538463,2.753853737445004,48.477503628447025,34.71047367910622,1,540.6415094339623,225.21178872850592
Sophia Bookwood,0,1,1.0,,,,,1,820.0,
Sophia Kong,40,6,1.0,7.6,3.286335345030997,18.133333333333333,10.54429809054269,1,534.6666666666666,103.15748478257247
Sophia Mccaughan,0,1,1.0,,,,,1,519.0,
Sophia Voight,222,10,1.0,24.666666666666668,20.254629100529094,86.11111111111111,56.285076854733084,1,515.7,129.0521427778538
Sophie Austin,435,12,0.8333333333333334,39.54545454545455,108.98290107752099,177.6969696969697,187.8943102092213,1,782.0833333333334,339.77009829731884
Sophie Carson,0,1,1.0,,,,,1,958.0,
Sophie Fessl,221,9,0.8888888888888888,27.25,17.458113136467936,93.63888888888889,61.430698432270354,1,913.1111111111111,340.7662118096674
Sophie Kaplan,75,7,1.0,12.5,13.202272531651511,35.04761904761905,23.14030948156256,1,505.42857142857144,200.54164749735247
Sophie Mak 麥希如,13,2,1.0,13.0,,13.0,0.0,1,473.0,98.99494936611666
Sophie Marineau,0,1,1.0,,,,,1,953.0,
Sophie Stuber,189,6,0.6666666666666666,37.4,13.685759021698432,85.8,49.13138847349353,1,696.6666666666666,441.7794321453486
Sophie Weymes-Mcelderry,0,1,1.0,,,,,1,501.0,
Soso Chachanidze,45,4,1.0,14.333333333333334,11.372481406154654,23.0,13.564659966250536,1,705.0,220.25288496029592
Sourav Kumar,211,8,1.0,29.857142857142858,37.333758500980366,72.42857142857143,57.12544377534945,1,274.875,79.61772505452001
Sourit Sanyal,0,1,1.0,,,,,1,573.0,
Sreedevi Jayarajan,0,1,1.0,,,,,1,893.0,
Sri Lakshmi Muttevi,0,1,1.0,,,,,1,657.0,
Sridevi P,2155,117,0.811965811965812,18.5,94.23241388230993,371.745947539051,450.8866710806628,1,348.8974358974359,95.73557194036087
Sridhar,63,2,1.0,63.0,,63.0,0.0,1,316.0,206.47518010647187
Srijanee Chakraborty,856,29,0.6896551724137931,30.107142857142858,95.82945471792267,345.22906403940885,306.7440152299952,1,484.86206896551727,133.4770510339113
Srijit Das,1396,548,0.7967032967032966,2.0530164533820843,2.7753040036932175,436.26071871789054,309.4982939082227,1,473.05109489051097,118.59394543047352
Srikanth R,0,1,1.0,,,,,1,355.0,
Srishti Jha,571,74,0.8108108108108109,7.315068493150685,8.685679005518809,196.7230655312847,143.3324452984663,1,408.4054054054054,106.67244947609787
Srishti Sehgal,122,29,0.9655172413793104,3.857142857142857,5.204800389058843,45.19211822660098,32.06885352564193,1,285.86206896551727,66.7124555397111
Stanley Oronsaye,13,2,0.5,13.0,,13.0,0.0,1,1257.5,744.5834405894345
Stavros Malichudis,0,1,1.0,,,,,1,424.0,
Stefanie Pousoulides,50,8,0.75,7.142857142857143,5.520524474738833,23.357142857142858,14.348255956024474,1,776.75,265.6967928189682
Steffi,68,19,1.0,3.3333333333333335,2.497057091387191,24.82456140350877,16.71864471026237,1,181.1578947368421,43.87642135449509
Sten Spinella,50,4,0.5,16.666666666666668,2.5166114784235836,27.333333333333332,12.33783701554783,1,696.0,236.66854459348838
Stephanie Adams-Douglas,0,1,1.0,,,,,1,596.0,
Stephanie Armour,0,1,1.0,,,,,1,1066.0,
Stephanie Chan 陳諾,50,6,0.3333333333333333,9.8,6.340346993658944,23.733333333333334,13.625792535563654,1,354.8333333333333,186.00044802813426
Stephanie Larsen,458,12,1.0,41.18181818181818,57.21506476762598,195.13636363636363,143.60656336436128,1,795.9166666666666,586.4730418253502
Stephanie Stapleton,87,2,1.0,87.0,,87.0,0.0,1,1123.0,526.0874452027914
Stephen Bell,166,11,1.0,16.1,23.657040295767256,50.69090909090909,42.21497912838424,1,2004.7272727272727,322.86904184486025
Stephen Koff,2742,82,0.9634146341463414,33.851851851851855,206.35007336508937,1145.5109906654623,1063.6907428106697,1,1151.3658536585365,323.41199929620484
Stephen Mcdermott,2253,96,0.9583333333333334,23.210526315789473,32.31358805710533,787.8614035087719,564.2623554615465,1,1404.7291666666667,839.0179908888057
Stephen Wood,215,40,0.9,5.076923076923077,13.141706641121447,81.58589743589744,63.51611187552613,1,631.775,193.7878151682719
Steve Ahillen,0,1,1.0,,,,,1,802.0,
Steve Contorno,1192,136,0.9264705882352942,8.829629629629629,48.53180842464332,193.3533769063181,184.04671711011432,1,1034.2867647058824,251.1497091698934
Steve Dede,46,4,1.0,15.0,23.430749027719962,29.833333333333332,20.119780206442503,1,535.25,106.1174663600044
Steve Gilbert,0,1,1.0,,,,,1,482.0,
Steve Hayes,0,1,1.0,,,,,1,168.0,
Steve Sapienza,0,1,1.0,,,,,1,664.0,
Steve Schultze,0,1,1.0,,,,,1,1294.0,
Steven Rascón,59,3,1.0,29.5,28.991378028648448,39.333333333333336,21.761331658599286,1,789.0,94.5568612000208
Subhan Hesenli,0,1,1.0,,,,,1,386.0,
Sudeep Lavania,399,50,0.8,7.653061224489796,16.892492193782623,111.86367346938775,88.7366764174074,1,376.4,82.5459674041917
Sudiksha Kochi,0,1,1.0,,,,,1,194.0,
Sudipta Sengupta,518,32,0.7741935483870968,16.258064516129032,32.332612784344626,225.7116935483871,183.94610323548306,1,515.15625,256.2250912362648
Sue Bin Park,0,1,1.0,,,,,1,237.0,
Sue Owen,944,144,0.9166666666666666,6.601398601398602,4.1793251361337225,310.51806526806524,220.12053203800647,1,956.9513888888889,325.1037775109721
Suhash Bhattacharya,65,4,1.0,21.333333333333332,13.576941236277534,38.0,19.61292091114087,1,192.5,150.34294130420622
Sujith,524,21,0.7142857142857143,25.8,22.922294364818036,191.66666666666666,134.6427843037991,1,502.6666666666667,225.9414378402805
Sukanya Saha,1,2,1.0,1.0,,1.0,0.0,1,301.0,1.4142135623730951
Sumana Nandy,489,71,0.8571428571428571,6.485714285714286,8.893480525599259,152.17424547283701,110.49820878890957,1,436.01408450704224,135.39661242415045
Sumeda,625,7,0.7142857142857143,103.5,154.7368734335808,237.85714285714286,201.50677306690395,1,440.42857142857144,132.43219289238442
Sumit Dubey,232,11,0.6363636363636364,22.7,12.64954983827927,94.30909090909091,60.16851267361835,1,452.6363636363636,111.8134810541848
Sumit Jha,13,4,0.75,4.333333333333333,3.511884584284246,7.833333333333333,4.2196629670573875,1,324.25,127.72985816427835
Sumit Usha,536,132,0.9015151515151515,3.5877862595419847,3.99012286104968,179.78857275040482,126.98969465320135,1,592.4772727272727,172.93300409987984
Sunanda Nayak,170,26,0.8846153846153846,6.36,12.861052315680341,67.34769230769231,49.553877773256694,1,480.4230769230769,139.28134780419754
Sunday Awosoro,1061,97,1.0,10.583333333333334,16.009646215011266,321.36168384879727,255.75394947637864,1,527.3814432989691,304.9454679152682
Supriya Batra,1805,23,0.9130434782608695,81.9090909090909,360.6908594681824,837.6798418972332,871.1574261493457,1,453.0869565217391,165.50526304278563
Susan Daly,172,3,0.6666666666666666,86.0,97.58073580374356,114.66666666666667,69.4086129781856,1,904.6666666666666,79.3872365896013
Sushi Das,0,1,1.0,,,,,1,1049.0,
Sushmita Ghosh,350,26,0.7307692307692307,13.56,16.773192898193233,121.27384615384615,85.33533180598684,1,449.4230769230769,115.00197322721839
Sushmitha Ponnala,454,114,0.8157894736842105,3.52212389380531,5.035760236854481,146.87548517310975,111.04485075372783,1,282.4561403508772,86.10398532818363
Sushovan Sircar,316,6,0.8333333333333334,62.8,59.268035229793135,150.53333333333333,95.57954220903596,1,661.0,327.11893861407657
Swasti Chatterjee,1451,84,0.8072289156626506,16.987951807228917,26.22440400211112,568.587205966724,411.04811282664184,1,564.547619047619,204.1695730822201
Syafique Shuib,437,16,0.9375,28.733333333333334,31.63286416431644,151.85833333333332,112.11796583906117,1,488.75,84.88148600647062
Sydney Nixon,57,2,1.0,57.0,,57.0,0.0,1,535.0,49.49747468305833
Sydney Schaedel,1847,6,0.3333333333333333,368.8,616.5514577064919,704.4,696.3850276008716,1,1118.8333333333333,886.631471732572
Syed Nazakat,0,1,1.0,,,,,1,1285.0,
Syuzanna Noroyan,0,1,1.0,,,,,1,807.0,
T`Engiz Ablot`Ia,0,1,1.0,,,,,1,285.0,
T`Eona Absanz'E,3836,90,1.0,43.10112359550562,104.30441080011694,1312.9593008739075,1044.5830653260912,1,823.2111111111111,456.86399260646994
Tadgh Mcnally,939,7,1.0,156.16666666666666,218.56295813029865,510.3809523809524,356.32856376029406,1,763.5714285714286,103.0871106441168
Taija Perrycook,448,187,0.9623655913978495,1.9193548387096775,2.601237047274161,138.65936403887068,101.44392763692419,1,316.0267379679144,177.97820433053397
Taiwo Fatola,1315,9,1.0,163.875,195.32934641632468,511.72222222222223,372.3748567648161,1,650.0,184.0373603375141
Taiwo Obe,83,4,0.75,27.666666666666668,13.796134724383252,47.833333333333336,23.730547589318054,1,972.75,158.5273372849827
Tako Inasaridze,0,1,1.0,,,,,1,395.0,
Tamar Bibichadze,0,1,1.0,,,,,1,518.0,
